"","X.1","sciname","locname","howmany","obsdt","comname","db","query","species","genus","family","order","obsdt2","region","X","Y","week","weekNum"
"1221",10188,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",40,"2017-09-28","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-28,"AB",4829215.189829,2161734.57221178,4,8
"1222",10190,"Anser albifrons","My House",20,"2017-09-20","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-20,"AB",4807703.26099688,2161884.90862357,3,7
"1223",10192,"Anser albifrons","Genessee Lake",30,"2017-10-13","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-13,"AB",4754270.81718289,2166982.44651644,5,10
"1224",10193,"Anser albifrons","Manawan (Egg) Lake",300,"2017-09-26","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-26,"AB",4816223.8765512,2209458.89768754,2,8
"1225",10195,"Anser albifrons","Haunted Lakes",5,"2017-09-23 11:34","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4794959.76008704,2042558.67306473,6,7
"1226",10198,"Anser albifrons","*Payson Home",79,"2017-10-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4807294.71953249,2167952.17950341,6,11
"1227",10199,"Anser albifrons","St. Albert--31 Longview Crescent",17,"2017-09-25","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-25,"AB",4809442.65004545,2182001.50095718,1,8
"1228",10202,"Anser albifrons","Big Lake--John E. Poole Wetland",100,"2017-10-01","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-01,"AB",4807710.94890133,2178877.29683856,0,9
"1229",10205,"Anser albifrons","Uncas",26,"2017-09-24","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-24,"AB",4842008.16379599,2155401.98113695,0,8
"1230",10207,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",80,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4829215.189829,2161734.57221178,1,5
"1231",10210,"Anser albifrons","Muir Lake",8,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4789567.96062336,2186901.66526442,6,7
"1232",10211,"Anser albifrons","St. Albert--Lacombe Lake Park and Ravine",50,"2017-09-25","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-25,"AB",4808601.45939962,2181896.67758864,1,8
"1233",10212,"Anser albifrons","Cheam Lake Wetlands Regional Park",1,"2017-10-30 13:00","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-30,"BC",4102621.32935356,1952732.25214386,1,13
"1234",10216,"Anser caerulescens","Boundary Bay--72nd St. access",500,"2017-12-06 14:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-06,"BC",4013346.69931014,1982144.86747853,3,18
"1235",10218,"Anser caerulescens","Fedora",150,"2017-09-20","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-20,"AB",4835306.32789389,2206559.17645714,3,7
"1236",10219,"Anser caerulescens","Iona Island outer pond",300,"2018-01-25 10:08","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-25,"BC",4009668.00037907,2004241.68562741,4,25
"1237",10221,"Anser caerulescens","Alaksen National Wildlife Area",400,"2018-01-04 11:54","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-04,"BC",4006009.57458003,1991424.89244491,4,22
"1238",10227,"Anser caerulescens","St. Albert--Grey Nuns Spruce Woodlot",30,"2017-09-29","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-29,"AB",4807997.24335357,2180171.13181285,5,8
"1239",10230,"Anser caerulescens","Chilliwack--Jesperson Dyke",1,"2017-12-30 12:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-30,"BC",4095182.47019806,1958736.21976439,6,21
"1240",10234,"Anser caerulescens","CA-AB-Sturgeon County (53.9181,-113.4608)",2,"2017-09-27 09:40","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-27,"AB",4830750.06713228,2206162.14372965,3,8
"1241",10235,"Anser caerulescens","Vancouver--Jericho Park",1,"2017-10-29 16:30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-29,"BC",4013531.16118756,2008779.00187181,0,13
"1242",10236,"Anser caerulescens","Brunswick Point, Delta",1000,"2017-11-30 10:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-11-30,"BC",4005297.71537167,1987221.19946838,4,17
"1243",10237,"Anser caerulescens","Sardis Park",3,"2017-10-28 13:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"BC",4086164.03821647,1952676.12373182,6,12
"1244",10243,"Anser caerulescens","Richmond-Terra Nova Park (49.1743,-123.1994)",5000,"2017-10-31 16:43","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-31,"BC",4008099.59421092,1999429.894283,2,13
"1245",10245,"Anser caerulescens","19 - 26413 Twp Road 510, Parkland County, Alberta",50,"2017-09-08","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-08,"AB",4791549.05908535,2155657.16533635,5,5
"1246",10246,"Anser caerulescens","CA-AB-Sturgeon County (53.9181,-113.4608)",2,"2017-09-27","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-27,"AB",4830750.06713228,2206162.14372965,3,8
"1247",10248,"Anser caerulescens","Fedorah area",150,"2017-09-22","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-22,"AB",4834722.41750336,2204954.78895453,5,7
"1248",10250,"Anser caerulescens","St. Albert, Alberta, Canada",40,"2017-09-30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4812725.57442813,2181240.04162411,6,8
"1249",10255,"Anser caerulescens","Sardis Park",1,"2017-11-18 07:01","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-11-18,"BC",4086164.03821647,1952676.12373182,6,15
"1250",10257,"Anser caerulescens","Burnaby Lake--Piper Spit",1,"2017-11-22 16:15","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-11-22,"BC",4028596.65530307,1997016.23038674,3,16
"1251",10260,"Anser caerulescens","Burnaby Lake--Piper Spit",1,"2018-01-21 12:48","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-21,"BC",4028596.65530307,1997016.23038674,0,25
"1252",10265,"Anser caerulescens","Sardis Park",3,"2017-10-28 13:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"BC",4086164.03821647,1952676.12373182,6,12
"1253",10268,"Anser caerulescens","St. Albert--31 Longview Crescent",20,"2017-09-29","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-29,"AB",4809442.65004545,2182001.50095718,5,8
"1254",10271,"Anser caerulescens","Piper Spit, Burnaby",1,"2017-12-26 11:40","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-26,"BC",4028612.83438432,1997054.89257927,2,21
"1255",10273,"Anser caerulescens","Hogan Rd.",50,"2017-09-30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4808684.9270995,2183438.42648694,6,8
"1256",10274,"Anser caerulescens","Boundary Bay, Delta",100,"2017-12-09 09:55","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-09,"BC",4017321.1182452,1980838.89694366,6,18
"1257",10276,"Anser caerulescens","Coal Lake",10,"2017-09-17","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-17,"AB",4812456.33078019,2106637.17755864,0,7
"1258",10277,"Anser caerulescens","Burnaby Lake--Piper Spit",1,"2018-01-30 10:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-30,"BC",4028596.65530307,1997016.23038674,2,26
"1259",10289,"Anser caerulescens","Brazeau Dam",2,"2017-10-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4664279.20756534,2157401.20573918,6,11
"1260",10295,"Anser caerulescens","Burnaby Lake Regional Park (general)",1,"2017-10-31 09:45","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-31,"BC",4028091.40096421,1997399.34964529,2,13
"1261",10298,"Anser caerulescens","Reifel Bird Sanctuary",NA,"2017-12-13 14:51","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-13,"BC",4005117.17973462,1991652.37070744,3,19
"1262",10301,"Anser caerulescens","Coal Lake",80,"2017-10-14","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-14,"AB",4812456.33078019,2106637.17755864,6,10
"1263",10305,"Anser caerulescens","Richmond--Terra Nova",30,"2018-01-31 09:05","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-31,"BC",4008235.83957835,1998785.45301016,3,26
"1264",10311,"Anser caerulescens","St. Albert--Lois Hole Centennial Provincial Park",50,"2017-10-08","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-08,"AB",4807401.37223811,2178791.99745322,0,10
"1265",10314,"Anser caerulescens","Oliver Neighborhood Edmonton",150,"2017-09-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-21,"AB",4812417.08541502,2169057.98624832,4,7
"1266",10316,"Anser caerulescens","Boundary Bay--72nd St. to 88 St.",10,"2017-12-16 09:06","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-16,"BC",4015023.84784596,1982023.29303649,6,19
"1267",10319,"Anser caerulescens","Iona Island outer pond",300,"2018-01-18 09:53","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-18,"BC",4009668.00037907,2004241.68562741,4,24
"1268",10320,"Anser caerulescens","Big Lake--John E. Poole Wetland",58,"2017-09-29","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-29,"AB",4807710.94890133,2178877.29683856,5,8
"1269",10330,"Anser caerulescens","Sherwood Park--Heritage Wetlands Park",20,"2017-09-30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4829215.189829,2161734.57221178,6,8
"1270",10338,"Anser caerulescens","South Hastings Lake",50,"2017-09-30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4845345.37913336,2142063.8393455,6,8
"1271",10339,"Anser caerulescens","Brunswick Point, Delta",16,"2017-09-24 07:50","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-24,"BC",4005297.71537167,1987221.19946838,0,8
"1272",10340,"Anser caerulescens","Edmonton--Mill Creek South",14,"2017-10-28","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"AB",4815275.52922316,2164560.75536793,6,12
"1273",10341,"Anser caerulescens","Cooking Lake",60,"2017-10-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4837650.63291609,2145286.9641471,6,11
"1274",10343,"Anser caerulescens","Iona Island (general)",2500,"2017-12-21 09:50","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-21,"BC",4009818.07842358,2004433.93434014,4,20
"1275",10345,"Anser caerulescens","Vancouver--Fraser River Trail",140,"2017-12-28 11:20","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-12-28,"BC",4012186.06124011,2002486.09927223,4,21
"1276",10348,"Anser caerulescens","Sherwood Park--Heritage Wetlands Park",61,"2017-09-30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4829215.189829,2161734.57221178,6,8
"1277",10350,"Anser caerulescens","*Payson Home",45,"2017-10-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4807294.71953249,2167952.17950341,6,11
"1278",10351,"Anser caerulescens","Beach Grove Lagoon",100,"2017-10-28 17:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"BC",4009562.92698969,1979757.47960261,6,12
"1279",10352,"Anser caerulescens","Edmonton--Beaumaris Lake",1,"2017-09-13","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-13,"AB",4816831.67141919,2176080.54585633,3,6
"1280",10356,"Anser caerulescens","Delta--Westham and Reifel Islands",200,"2018-01-10 12:05","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-10,"BC",4006215.3017343,1990740.56733156,3,23
"1281",10358,"Anser caerulescens","Edmonton--Mill Creek South",14,"2017-10-28 11:30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"AB",4815275.52922316,2164560.75536793,6,12
"1282",10361,"Anser caerulescens","Genessee Lake",20,"2017-10-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4754270.81718289,2166982.44651644,6,11
"1283",10362,"Anser caerulescens","Boundary Bay - 96th to 104th Sts., Delta",100,"2018-01-02 08:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2018-01-02,"BC",4018939.02182617,1980874.41159972,2,22
"1284",10364,"Anser caerulescens","Delta - Canoe Pass",4000,"2017-11-09 13:20","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-11-09,"BC",4007680.62326356,1987796.44069903,4,14
"1285",10369,"Anser caerulescens","CA-AB-23454-23508 Township Road 474 (53.0763,-113.3370)",10,"2017-10-01","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-01,"AB",4807736.09876604,2116428.62673676,0,9
"1286",10370,"Anser caerulescens","CA-Alberta-Spruce Grove-51202 Alberta 60 - 53.398x-113.764",10,"2017-10-18","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-18,"AB",4793074.92209216,2159052.30376329,3,11
"1287",10371,"Anser caerulescens","Oliver Neighborhood Edmonton",150,"2017-09-21 15:36","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-21,"AB",4812417.08541502,2169057.98624832,4,7
"1288",10376,"Anser caerulescens","Edmonton--Mill Creek South",14,"2017-10-28 11:30","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-28,"AB",4815275.52922316,2164560.75536793,6,12
"1289",10380,"Anser caerulescens","Edmonton--Beaumaris Lake",1,"2017-09-13 19:00","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-09-13,"AB",4816831.67141919,2176080.54585633,3,6
"1290",10384,"Anser caerulescens","My House",30,"2017-10-21","Snow Goose","ncbi","Anser caerulescens","Anser caerulescens","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4807703.26099688,2161884.90862357,6,11
"1291",10394,"Anser rossii","Fedora",30,"2017-09-20","Ross's Goose","ncbi","Anser rossii","Anser rossii","Anser","Anatidae","Anseriformes",2017-09-20,"AB",4835306.32789389,2206559.17645714,3,7
"1292",10427,"Anser/Branta sp.","Henrietta Muir Edwards Park",380,"2017-09-22 11:50","goose sp.","ncbi","Anser/Branta",NA,"Branta","Anatidae","Anseriformes",2017-09-22,"AB",4816335.10651925,2167171.05576478,5,7
"1293",10429,"Anser/Branta sp.","UofA BUS 2 OFFICE (53.525, -113.524)",28,"2017-08-29","goose sp.","ncbi","Anser/Branta",NA,"Branta","Anatidae","Anseriformes",2017-08-29,"AB",4812516.71290438,2166882.17627665,2,4
"1294",10439,"Anser/Branta sp.","Cooking Lake",25,"2017-09-03","goose sp.","ncbi","Anser/Branta",NA,"Branta","Anatidae","Anseriformes",2017-09-03,"AB",4837650.63291609,2145286.9641471,0,5
"1295",10441,"Anser/Branta sp.","Eddmonton--Henrietta Muir Edwards Park",380,"2017-09-22","goose sp.","ncbi","Anser/Branta",NA,"Branta","Anatidae","Anseriformes",2017-09-22,"AB",4815861.19461304,2167371.14964688,5,7
"1296",13645,"Arenaria interpres","Cooking Lake",1,"2017-08-29","Ruddy Turnstone","ncbi","Arenaria interpres","Arenaria interpres","Arenaria","Scolopacidae","Charadriiformes",2017-08-29,"AB",4837650.63291609,2145286.9641471,2,4
"1297",13660,"Arenaria melanocephala","White Rock Pier",2,"2018-01-03 13:00","Black Turnstone","ncbi","Arenaria melanocephala","Arenaria melanocephala","Arenaria","Scolopacidae","Charadriiformes",2018-01-03,"BC",4025368.33825039,1970749.50216611,3,22
"1298",13679,"Arenaria melanocephala","Dock 4 Lower Deck, Delta CA-BC (49.0069,-123.1325)",38,"2017-12-26 09:36","Black Turnstone","ncbi","Arenaria melanocephala","Arenaria melanocephala","Arenaria","Scolopacidae","Charadriiformes",2017-12-26,"BC",4003608.64002523,1980710.61847847,2,21
"1299",13697,"Arenaria melanocephala","Tsawwassen Ferry Terminal Jetty",1,"2017-12-06","Black Turnstone","ncbi","Arenaria melanocephala","Arenaria melanocephala","Arenaria","Scolopacidae","Charadriiformes",2017-12-06,"BC",4005067.09485163,1981047.1476271,3,18
"1300",13715,"Arenaria melanocephala","West Vancouver--Klootchman Park",7,"2017-10-31 11:25","Black Turnstone","ncbi","Arenaria melanocephala","Arenaria melanocephala","Arenaria","Scolopacidae","Charadriiformes",2017-10-31,"BC",4012420.49083402,2018049.4389474,2,13
"1301",13736,"Arenaria melanocephala","Tsawwassen Ferry Terminal Jetty",3,"2017-12-18 12:15","Black Turnstone","ncbi","Arenaria melanocephala","Arenaria melanocephala","Arenaria","Scolopacidae","Charadriiformes",2017-12-18,"BC",4005067.09485163,1981047.1476271,1,20
