"","X.1","sciname","locname","howmany","obsdt","comname","db","query","species","genus","family","order","obsdt2","region","X","Y","week","weekNum"
"1104",9830,"Anatinae sp.","Sherwood Park--Centennial Park",50,"2017-09-05","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-05,"AB",4827184.60042997,2165297.74075336,2,5
"1105",9833,"Anatinae sp.","Cooking Lake",100,"2017-10-06","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-10-06,"AB",4837650.63291609,2145286.9641471,5,9
"1106",9837,"Anatinae sp.","CA-Alberta-Wimborne - 51.903x-113.737 - 17 Jul 2016 14:22",50,"2017-08-18","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-18,"AB",4739346.46378125,2003860.55618598,5,2
"1107",9840,"Anatinae sp.","Boundary Bay--72nd St. access",2000,"2017-11-28 14:45","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-11-28,"BC",4013346.69931014,1982144.86747853,2,17
"1108",9841,"Anatinae sp.","Genessee Lake",100,"2018-01-02 12:07","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2018-01-02,"AB",4754270.81718289,2166982.44651644,2,22
"1109",9847,"Anatinae sp.","Cooking Lake",800,"2017-09-03","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-03,"AB",4837650.63291609,2145286.9641471,0,5
"1110",9848,"Anatinae sp.","Atim Creek; RR271",12,"2017-09-16","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-16,"AB",4794260.63916834,2181145.29662989,6,6
"1111",9861,"Anatinae sp.","Cooking lake",1000,"2017-08-09","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-09,"AB",4838410.02282686,2144932.33559952,3,1
"1112",9862,"Anatinae sp.","St. Albert--Riel Wetlands--Nadeau Pond",3,"2017-09-01","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-01,"AB",4807695.453169,2179166.99048015,5,4
"1113",9863,"Anatinae sp.","CA-Alberta-Falun - 52.814x-113.798 - May 14, 2016 6:50 PM",30,"2017-08-27","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-27,"AB",4769283.41093433,2099553.72555979,0,4
"1114",9864,"Anatinae sp.","Fleming Slough",200,"2017-08-18","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-18,"AB",4738166.35400019,2030641.43314428,5,2
"1115",9871,"Anatinae sp.","Muir Lake",20,"2017-09-23","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-23,"AB",4789567.96062336,2186901.66526442,6,7
"1116",9872,"Anatinae sp.","Vancouver--Trout Lake (John Hendry Park)",1,"2018-02-01 10:45","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2018-02-01,"BC",4021176.51749881,2002716.31688412,4,26
"1117",9874,"Anatinae sp.","Cooking Lake",150,"2017-10-28 13:10","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-10-28,"AB",4837650.63291609,2145286.9641471,6,12
"1118",9875,"Anatinae sp.","Twin Island Lake",200,"2017-09-18","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-18,"AB",4833818.01442183,2153637.24528072,1,7
"1119",9876,"Anatinae sp.","Great Blue Heron Nature Reserve",17,"2018-01-15 09:15","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2018-01-15,"BC",4078583.67840408,1952623.01034107,1,24
"1120",9878,"Anatinae sp.","Boundary Bay - 104th St., Delta",500,"2017-12-26 14:25","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-12-26,"BC",4020001.2389005,1980774.65050586,2,21
"1121",9880,"Anatinae sp.","Edmonton--Hermitage Park",15,"2017-08-28","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-28,"AB",4823904.49419996,2169728.62311444,1,4
"1122",9887,"Anatinae sp.","Fraser River Dyke trail west of Mission bridge",30,"2017-09-13 09:45","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-13,"BC",4062023.02581514,1963369.89325232,3,6
"1123",9888,"Anatinae sp.","Sherwood Park--Heritage Wetlands Park",22,"2017-09-07","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-07,"AB",4829215.189829,2161734.57221178,4,5
"1124",9893,"Anatinae sp.","Brazeau Dam",20,"2017-10-28 11:45","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-10-28,"AB",4664279.20756534,2157401.20573918,6,12
"1125",9907,"Anatinae sp.","Edmonton--Poplar Lake",20,"2017-09-13 16:02","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-13,"AB",4820083.58561711,2177456.85863384,3,6
"1126",9908,"Anatinae sp.","Sherwood Park--Centennial Park",50,"2017-08-25","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-25,"AB",4827184.60042997,2165297.74075336,5,3
"1127",9910,"Anatinae sp.","Sherwood Park--Centennial Park",50,"2017-09-10","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-09-10,"AB",4827184.60042997,2165297.74075336,0,6
"1128",9918,"Anatinae sp.","Sherwood Park--Heritage Wetlands Park",20,"2017-08-17","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-17,"AB",4829215.189829,2161734.57221178,4,2
"1129",9921,"Anatinae sp.","Cooking Lake",100,"2017-08-12","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-12,"AB",4837650.63291609,2145286.9641471,6,1
"1130",9923,"Anatinae sp.","Beaver Hills UNESCO Biodiversity Trail",50,"2017-08-23","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-23,"AB",4846713.0066162,2155433.00238314,3,3
"1131",9931,"Anatinae sp.","Boundary Bay--72nd St. access",2000,"2017-12-06 14:00","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-12-06,"BC",4013346.69931014,1982144.86747853,3,18
"1132",9935,"Anatinae sp.","Abbotsford--Willband Creek Park",250,"2017-10-27 18:00","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-10-27,"BC",4061974.44569012,1957980.72499229,5,12
"1133",9938,"Anatinae sp.","Cooking Lake",400,"2017-08-29","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-29,"AB",4837650.63291609,2145286.9641471,2,4
"1134",9940,"Anatinae sp.","26607  28 Ave Aldergrove",40,"2018-01-23 11:45","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2018-01-23,"BC",4047777.54070588,1963226.07903747,2,25
"1135",9943,"Anatinae sp.","Edmonton--Emily Murphy Park",4,"2017-08-28","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-28,"AB",4812049.37220119,2168068.25115997,1,4
"1136",9949,"Anatinae sp.","Cooking Lake",50,"2017-08-09","duck sp.","ncbi","Anatinae",NA,NA,"Anatidae","Anseriformes",2017-08-09,"AB",4837650.63291609,2145286.9641471,3,1
"1137",9953,"Anser albifrons","Cooking Lake",3,"2017-09-17","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-17,"AB",4837650.63291609,2145286.9641471,0,7
"1138",9957,"Anser albifrons","Burnaby Lake Rugby Field",3,"2017-11-08 11:25","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-11-08,"BC",4027280.02139441,1998719.24258809,3,14
"1139",9961,"Anser albifrons","Lacombe sewage lagoons",2,"2017-08-27","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-08-27,"AB",4762709.01057993,2062027.30308424,0,4
"1140",9968,"Anser albifrons","Abbotsford--Willband Creek Park",1,"2017-09-24 17:56","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-24,"BC",4061974.44569012,1957980.72499229,0,8
"1141",9970,"Anser albifrons","Villeneuve Airport Pond South",6,"2017-09-17","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-17,"AB",4796367.260357,2187310.16510024,0,7
"1142",9974,"Anser albifrons","S of Eagle Rock Golf Course",250,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4818773.67486124,2144061.83485702,1,5
"1143",9975,"Anser albifrons","19 - 26413 Twp Road 510, Parkland County, Alberta",250,"2017-09-12","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-12,"AB",4791549.05908535,2155657.16533635,2,6
"1144",9977,"Anser albifrons","Delta--Westham and Reifel Islands",4,"2017-12-22 11:10","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-12-22,"BC",4006215.3017343,1990740.56733156,5,20
"1145",9980,"Anser albifrons","Edmonton--William Hawrelak Park",40,"2017-10-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4810883.43313614,2167937.84162364,6,11
"1146",9986,"Anser albifrons","Greater St Albert area",30,"2017-09-14","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4809156.34243748,2180908.48391457,4,6
"1147",9989,"Anser albifrons","West Edmonton Mall Parking Lot",350,"2017-09-18","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-18,"AB",4806609.77262159,2168837.15738036,1,7
"1148",9990,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",120,"2017-09-30","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4829215.189829,2161734.57221178,6,8
"1149",9994,"Anser albifrons","Fedorah area",400,"2017-09-22","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-22,"AB",4834722.41750336,2204954.78895453,5,7
"1150",9997,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",52,"2017-09-15 12:15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4829215.189829,2161734.57221178,5,6
"1151",10000,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",100,"2017-09-22","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-22,"AB",4829215.189829,2161734.57221178,5,7
"1152",10002,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",50,"2017-09-26","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-26,"AB",4829215.189829,2161734.57221178,2,8
"1153",10004,"Anser albifrons","My House",6,"2017-09-02","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-02,"AB",4807703.26099688,2161884.90862357,6,4
"1154",10005,"Anser albifrons","Cooking Lake",240,"2017-10-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4837650.63291609,2145286.9641471,6,11
"1155",10008,"Anser albifrons","19 - 26413 Twp Road 510, Parkland County, Alberta",120,"2017-09-13 18:09","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-13,"AB",4791549.05908535,2155657.16533635,3,6
"1156",10009,"Anser albifrons","Sherwood Park--Centennial Park",80,"2017-09-14","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4827184.60042997,2165297.74075336,4,6
"1157",10011,"Anser albifrons","Edmonton--Strathcona Science PP",10,"2017-09-15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4823274.09322774,2167543.28267453,5,6
"1158",10013,"Anser albifrons","AB Devon greenspace",NA,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4793780.2749323,2153211.41764037,1,5
"1159",10015,"Anser albifrons","Edmonton--Whitemud Park",150,"2017-09-27 08:59","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-27,"AB",4809089.48592069,2164190.59594843,3,8
"1160",10017,"Anser albifrons","Morinville--Heritage Lake",3,"2017-10-13","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-13,"AB",4813849.06678421,2198399.56646486,5,10
"1161",10019,"Anser albifrons","home",15,"2017-09-15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4838611.54051012,2167271.45650177,5,6
"1162",10020,"Anser albifrons","Cooking Lake",150,"2017-09-03","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-03,"AB",4837650.63291609,2145286.9641471,0,5
"1163",10022,"Anser albifrons","Edmonton--Whitemud Park",150,"2017-09-27","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-27,"AB",4809089.48592069,2164190.59594843,3,8
"1164",10026,"Anser albifrons","Murray Marsh",250,"2017-09-26","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-26,"AB",4800299.87118808,2194819.77332181,2,8
"1165",10036,"Anser albifrons","Highway 21 south of Bashaw",400,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4798856.7458159,2042977.02255466,6,7
"1166",10038,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",50,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4829215.189829,2161734.57221178,6,7
"1167",10049,"Anser albifrons","Cooking Lake",200,"2017-09-18","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-18,"AB",4837650.63291609,2145286.9641471,1,7
"1168",10051,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",80,"2017-09-30","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4829215.189829,2161734.57221178,6,8
"1169",10056,"Anser albifrons","Sherwood Park--Centennial Park",200,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4827184.60042997,2165297.74075336,1,5
"1170",10061,"Anser albifrons","15310 17A Ave, Surrey CA-BC (49.0337,-122.7989)",20,"2017-10-28 17:00","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-28,"BC",4026551.20645446,1971886.31131238,6,12
"1171",10062,"Anser albifrons","Genessee Lake",5,"2017-10-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-21,"AB",4754270.81718289,2166982.44651644,6,11
"1172",10064,"Anser albifrons","CA-AB-21745-21765 Highway 643 (53.8326,-113.1239)",60,"2017-09-15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4848235.6583856,2190123.28061602,5,6
"1173",10070,"Anser albifrons","Surrey--Joe Brown Park",3,"2017-11-15 10:00","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-11-15,"BC",4024955.8021893,1981183.48207769,3,15
"1174",10075,"Anser albifrons","Big Lake--John E. Poole Wetland",300,"2017-09-22","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-22,"AB",4807710.94890133,2178877.29683856,5,7
"1175",10076,"Anser albifrons","Reifel Bird Sanctuary",1,"2017-10-30 11:38","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-30,"BC",4005117.17973462,1991652.37070744,1,13
"1176",10077,"Anser albifrons","Boundary Bay Regional Park",1,"2017-09-26 15:55","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-26,"BC",4009773.37706751,1978843.75527183,2,8
"1177",10085,"Anser albifrons","Ladner Trunk Road  near 112 Street",2,"2017-11-18 10:15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-11-18,"BC",4023030.59204211,1981910.94248273,6,15
"1178",10086,"Anser albifrons","Sardis Park",1,"2017-10-28 13:00","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-28,"BC",4086164.03821647,1952676.12373182,6,12
"1179",10087,"Anser albifrons","Strathcona Rail Community Garden",12,"2017-09-14 12:45","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4813726.11141766,2166106.33631654,4,6
"1180",10088,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",130,"2017-09-24","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-24,"AB",4829215.189829,2161734.57221178,0,8
"1181",10089,"Anser albifrons","home",20,"2017-09-25","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-25,"AB",4838611.54051012,2167271.45650177,1,8
"1182",10090,"Anser albifrons","Uncas",178,"2017-09-16","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-16,"AB",4842008.16379599,2155401.98113695,6,6
"1183",10092,"Anser albifrons","Fedora",300,"2017-09-20","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-20,"AB",4835306.32789389,2206559.17645714,3,7
"1184",10094,"Anser albifrons","Muir Lake",8,"2017-09-23 12:45","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4789567.96062336,2186901.66526442,6,7
"1185",10096,"Anser albifrons","Cooking Lake",100,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4837650.63291609,2145286.9641471,1,5
"1186",10101,"Anser albifrons","St. Albert--31 Longview Crescent",80,"2017-09-14","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4809442.65004545,2182001.50095718,4,6
"1187",10103,"Anser albifrons","Port Moody--Shoreline Park",1,"2018-01-18 09:50","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2018-01-18,"BC",4037241.45673773,1997711.60907304,4,24
"1188",10107,"Anser albifrons","19 - 26413 Twp Road 510, Parkland County, Alberta",120,"2017-09-13","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-13,"AB",4791549.05908535,2155657.16533635,3,6
"1189",10108,"Anser albifrons","Uncas",210,"2017-09-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-21,"AB",4842008.16379599,2155401.98113695,4,7
"1190",10114,"Anser albifrons","Strathcona Rail Community Garden & E. L. Hill Park",12,"2017-09-14","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4813726.11141766,2166106.33631654,4,6
"1191",10115,"Anser albifrons","Haunted Lakes",5,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4794959.76008704,2042558.67306473,6,7
"1192",10117,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",52,"2017-09-15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4829215.189829,2161734.57221178,5,6
"1193",10119,"Anser albifrons","Hasse Lake Regional Park",2,"2017-10-23 17:24","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-23,"AB",4771388.15865796,2178094.44682276,1,12
"1194",10121,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",200,"2017-09-30","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4829215.189829,2161734.57221178,6,8
"1195",10122,"Anser albifrons","*Payson Home",250,"2017-09-21","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-21,"AB",4807294.71953249,2167952.17950341,4,7
"1196",10124,"Anser albifrons","Uncas",7,"2017-09-10","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-10,"AB",4842008.16379599,2155401.98113695,0,6
"1197",10125,"Anser albifrons","St. Albert--31 Longview Crescent",200,"2017-09-17","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-17,"AB",4809442.65004545,2182001.50095718,0,7
"1198",10131,"Anser albifrons","St. Albert--Lacombe Lake Park and Ravine",300,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4808601.45939962,2181896.67758864,6,7
"1199",10133,"Anser albifrons","CA-AB-51021-51105 Range Road 210 (53.3749,-112.9511)Campbell lake bcc",60,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4842490.79002905,2139025.98487581,1,5
"1200",10136,"Anser albifrons","19 - 26413 Twp Road 510, Parkland County, Alberta",4,"2017-09-06","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-06,"AB",4791549.05908535,2155657.16533635,3,5
"1201",10139,"Anser albifrons","19 - 26413 Twp Road 510, Parkland County, Alberta",35,"2017-09-03","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-03,"AB",4791549.05908535,2155657.16533635,0,5
"1202",10140,"Anser albifrons","Uncas",320,"2017-09-14","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-14,"AB",4842008.16379599,2155401.98113695,4,6
"1203",10143,"Anser albifrons","South Hastings Lake",50,"2017-09-30","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4845345.37913336,2142063.8393455,6,8
"1204",10150,"Anser albifrons","*Payson Home",NA,"2017-09-18","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-18,"AB",4807294.71953249,2167952.17950341,1,7
"1205",10152,"Anser albifrons","Edmonton--Mill Creek Ravine North",19,"2017-09-22","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-22,"AB",4815418.36519308,2166027.95349514,5,7
"1206",10156,"Anser albifrons","Sardis Park",1,"2017-11-18 07:01","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-11-18,"BC",4086164.03821647,1952676.12373182,6,15
"1207",10157,"Anser albifrons","Township Road 562 RR 250",47,"2017-09-03","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-03,"AB",4820776.13453722,2199783.75330996,0,5
"1208",10158,"Anser albifrons","Edmonton--Mill Creek South",62,"2017-10-12","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-12,"AB",4815275.52922316,2164560.75536793,4,10
"1209",10159,"Anser albifrons","CA-AB-21745-21765 Highway 643 (53.8326,-113.1239)",60,"2017-09-15 17:11","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4848235.6583856,2190123.28061602,5,6
"1210",10162,"Anser albifrons","West of Elk Island",10,"2017-09-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-23,"AB",4848510.56062637,2171185.6719995,6,7
"1211",10164,"Anser albifrons","Burnaby Lake Regional Park (general)",3,"2017-10-30 09:47","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-30,"BC",4028091.40096421,1997399.34964529,1,13
"1212",10167,"Anser albifrons","St. Albert--Lois Hole Centennial Provincial Park",25,"2017-09-04","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-04,"AB",4807401.37223811,2178791.99745322,1,5
"1213",10171,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",48,"2017-09-15","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-15,"AB",4829215.189829,2161734.57221178,5,6
"1214",10173,"Anser albifrons","Sherwood Park--Heritage Wetlands Park",4,"2017-09-25","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-25,"AB",4829215.189829,2161734.57221178,1,8
"1215",10175,"Anser albifrons","Spring Lake",NA,"2017-09-13","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-13,"AB",4774906.38974578,2179865.93754734,3,6
"1216",10176,"Anser albifrons","My House",100,"2017-09-18","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-18,"AB",4807703.26099688,2161884.90862357,1,7
"1217",10177,"Anser albifrons","Hasse Lake Regional Park",2,"2017-10-23","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-10-23,"AB",4771388.15865796,2178094.44682276,1,12
"1218",10181,"Anser albifrons","South Hastings Lake",150,"2017-09-30","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-30,"AB",4845345.37913336,2142063.8393455,6,8
"1219",10184,"Anser albifrons","*Payson Home",450,"2017-09-18","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-18,"AB",4807294.71953249,2167952.17950341,1,7
"1220",10186,"Anser albifrons","Murray Marsh",350,"2017-09-02","Greater White-fronted Goose","ncbi","Anser albifrons","Anser albifrons","Anser","Anatidae","Anseriformes",2017-09-02,"AB",4800299.87118808,2194819.77332181,6,4
